wavelength (nm),n_o,k_o,n_e,k_e
1095.334503,2.775741,0.037801,2.512953,0.03152
1098.766906,2.775332,0.037675,2.512629,0.031438
1102.200311,2.774926,0.03755,2.512307,0.031357
1105.632564,2.774523,0.037425,2.511988,0.031277
1109.064433,2.774124,0.037302,2.511671,0.031198
1112.496711,2.773727,0.03718,2.511356,0.031119
1115.927196,2.773334,0.037058,2.511043,0.031041
1119.358692,2.772943,0.036938,2.510733,0.030964
1122.790003,2.772556,0.036818,2.510425,0.030888
1126.21991,2.772171,0.0367,2.51012,0.030812
1129.65025,2.771789,0.036582,2.509816,0.030738
1133.080841,2.77141,0.036465,2.509515,0.030664
1136.510454,2.771034,0.03635,2.509216,0.030591
1139.939929,2.77066,0.036235,2.508919,0.030518
1143.370129,2.770289,0.036121,2.508625,0.030447
1146.79876,2.769921,0.036007,2.508332,0.030376
1150.227741,2.769556,0.035895,2.508042,0.030306
1153.656892,2.769192,0.035784,2.507753,0.030237
1157.084954,2.768832,0.035673,2.507467,0.030168
1160.51281,2.768475,0.035564,2.507183,0.030101
1163.941367,2.768119,0.035455,2.506901,0.030034
1167.369359,2.767766,0.035347,2.506621,0.029968
1170.796596,2.767416,0.03524,2.506343,0.029903
1174.223999,2.767068,0.035134,2.506067,0.029839
1177.651392,2.766723,0.035029,2.505793,0.029775
1181.078599,2.76638,0.034924,2.505521,0.029712
1184.506575,2.766039,0.034821,2.505251,0.02965
1187.932881,2.765701,0.034718,2.504983,0.029589
1191.359605,2.765364,0.034616,2.504717,0.029528
1194.786582,2.765031,0.034515,2.504453,0.029469
1198.212488,2.764699,0.034414,2.504191,0.02941
1201.639462,2.76437,0.034315,2.503931,0.029352
1205.065013,2.764043,0.034216,2.503673,0.029295
1208.491303,2.763718,0.034118,2.503417,0.029238
1211.916993,2.763395,0.034021,2.503163,0.029182
1215.343098,2.763075,0.033924,2.502911,0.029127
1218.76946,2.762756,0.033828,2.502661,0.029072
1222.194715,2.76244,0.033733,2.502414,0.029018
1225.619891,2.762126,0.033639,2.502168,0.028965
1229.046044,2.761814,0.033545,2.501924,0.028912
1232.471803,2.761504,0.033452,2.501682,0.02886
1235.897001,2.761196,0.033359,2.501442,0.028808
1239.322708,2.76089,0.033267,2.501204,0.028757
1242.747528,2.760587,0.033176,2.500968,0.028706
1246.172541,2.760285,0.033086,2.500734,0.028656
1249.597592,2.759985,0.032996,2.500502,0.028606
1253.022528,2.759687,0.032906,2.500272,0.028556
1256.448463,2.759391,0.032817,2.500043,0.028507
1259.8727,2.759096,0.032729,2.499817,0.028458
1263.298918,2.758804,0.032641,2.499592,0.02841
1266.723115,2.758513,0.032554,2.499369,0.028361
1270.14901,2.758224,0.032467,2.499148,0.028313
1273.573861,2.757937,0.032381,2.498929,0.028266
1276.998819,2.757652,0.032295,2.498711,0.028218
1280.423734,2.757369,0.03221,2.498495,0.028171
1283.849787,2.757087,0.032125,2.498281,0.028124
1287.274176,2.756807,0.03204,2.498068,0.028077
1290.699413,2.756528,0.031957,2.497857,0.02803
1294.125367,2.756251,0.031873,2.497648,0.027984
1297.550544,2.755976,0.03179,2.49744,0.027937
1300.976154,2.755702,0.031707,2.497234,0.027891
1304.40206,2.75543,0.031625,2.497029,0.027845
1307.826742,2.75516,0.031543,2.496826,0.027799
1311.252812,2.754891,0.031462,2.496624,0.027753
1314.678758,2.754624,0.031381,2.496424,0.027707
1318.104435,2.754358,0.0313,2.496226,0.027661
1321.531108,2.754093,0.03122,2.496029,0.027615
1324.957237,2.75383,0.03114,2.495833,0.027569
1328.382674,2.753569,0.031061,2.495639,0.027523
1331.808702,2.753309,0.030981,2.495446,0.027477
1335.235192,2.75305,0.030902,2.495254,0.027432
1338.662014,2.752792,0.030824,2.495064,0.027386
1342.089037,2.752536,0.030746,2.494875,0.02734
1345.51613,2.752281,0.030668,2.494687,0.027294
1348.943158,2.752028,0.03059,2.494501,0.027248
1352.369986,2.751776,0.030513,2.494316,0.027202
1355.79796,2.751525,0.030436,2.494132,0.027156
1359.225476,2.751276,0.030359,2.493949,0.02711
1362.652394,2.751027,0.030283,2.493768,0.027064
1366.080078,2.75078,0.030207,2.493588,0.027017
1369.50841,2.750534,0.030131,2.493409,0.026971
1372.937269,2.750289,0.030055,2.493231,0.026925
1376.365005,2.750046,0.02998,2.493054,0.026878
1379.794545,2.749804,0.029905,2.492878,0.026831
1383.222699,2.749562,0.02983,2.492704,0.026784
1386.652423,2.749322,0.029756,2.49253,0.026737
1390.080494,2.749083,0.029682,2.492357,0.02669
1393.51146,2.748845,0.029607,2.492186,0.026643
1396.940518,2.748608,0.029534,2.492016,0.026595
1400.370676,2.748372,0.02946,2.491846,0.026548
1403.800236,2.748137,0.029387,2.491677,0.0265
1407.232262,2.747904,0.029314,2.49151,0.026452
1410.661849,2.747671,0.029241,2.491343,0.026404
1414.093677,2.747439,0.029168,2.491177,0.026356
1417.524417,2.747208,0.029095,2.491012,0.026307
1420.957187,2.746979,0.029023,2.490848,0.026259
1424.388623,2.746749,0.028951,2.490685,0.02621
1427.821873,2.746521,0.028879,2.490523,0.026161
1431.253538,2.746294,0.028807,2.490361,0.026111
1434.686798,2.746068,0.028736,2.490201,0.026062
1438.119887,2.745843,0.028664,2.490041,0.026012
1441.554361,2.745619,0.028593,2.489882,0.025962
1444.986753,2.745395,0.028522,2.489723,0.025912
1448.421993,2.745172,0.028451,2.489566,0.025862
1451.856604,2.744951,0.028381,2.489409,0.025811
1455.292168,2.74473,0.02831,2.489253,0.025761
1458.726868,2.744509,0.02824,2.489097,0.02571
1462.162299,2.74429,0.02817,2.488943,0.025659
1465.598358,2.744071,0.0281,2.488788,0.025607
1469.034939,2.743853,0.02803,2.488635,0.025555
1472.471935,2.743636,0.02796,2.488482,0.025503
1475.909239,2.743419,0.027891,2.48833,0.025451
1479.346742,2.743204,0.027821,2.488178,0.025399
1482.784335,2.742989,0.027752,2.488027,0.025346
1486.223688,2.742774,0.027683,2.487877,0.025293
1489.662926,2.742561,0.027614,2.487727,0.02524
1493.101934,2.742348,0.027545,2.487577,0.025187
1496.5406,2.742136,0.027477,2.487428,0.025133
1499.980624,2.741924,0.027408,2.48728,0.025079
1503.421914,2.741713,0.02734,2.487132,0.025025
1506.862548,2.741503,0.027271,2.486985,0.02497
1510.304248,2.741293,0.027203,2.486838,0.024916
1513.746921,2.741084,0.027135,2.486692,0.024861
1517.188614,2.740876,0.027067,2.486546,0.024806
1520.631074,2.740668,0.026999,2.4864,0.02475
1524.076076,2.74046,0.026932,2.486255,0.024694
1527.519785,2.740254,0.026864,2.48611,0.024638
1530.963968,2.740047,0.026796,2.485966,0.024582
1534.408526,2.739842,0.026729,2.485822,0.024526
1537.853359,2.739637,0.026662,2.485679,0.024469
1541.300282,2.739432,0.026595,2.485535,0.024412
1544.747294,2.739228,0.026528,2.485393,0.024354
1548.194293,2.739024,0.026461,2.48525,0.024297
1551.641175,2.738821,0.026394,2.485108,0.024239
1555.089785,2.738619,0.026327,2.484966,0.024181
1558.538086,2.738417,0.02626,2.484824,0.024123
1561.987938,2.738215,0.026194,2.484683,0.024064
1565.437285,2.738014,0.026127,2.484542,0.024005
1568.888003,2.737813,0.026061,2.484401,0.023946
1572.338015,2.737612,0.025995,2.484261,0.023886
1575.789214,2.737413,0.025929,2.48412,0.023827
1579.241516,2.737213,0.025862,2.48398,0.023767
1582.694835,2.737014,0.025796,2.48384,0.023706
1586.147057,2.736815,0.025731,2.483701,0.023646
1589.602144,2.736617,0.025665,2.483561,0.023585
1593.05594,2.736419,0.025599,2.483422,0.023524
1596.510387,2.736222,0.025533,2.483283,0.023463
1599.96746,2.736024,0.025468,2.483144,0.023401
1603.422948,2.735827,0.025402,2.483005,0.023339
1606.880898,2.735631,0.025337,2.482866,0.023277
1610.339155,2.735435,0.025272,2.482728,0.023215
1613.795524,2.735239,0.025206,2.482589,0.023152
1617.256215,2.735043,0.025141,2.48245,0.023089
1620.714832,2.734848,0.025076,2.482312,0.023026
1624.175507,2.734653,0.025011,2.482174,0.022962
1627.636035,2.734458,0.024946,2.482036,0.022899
1631.098466,2.734264,0.024881,2.481898,0.022835
1634.560575,2.73407,0.024816,2.48176,0.02277
1638.024428,2.733876,0.024751,2.481622,0.022706
1641.48778,2.733683,0.024687,2.481484,0.022641
1644.952714,2.73349,0.024622,2.481346,0.022576
1648.416964,2.733296,0.024558,2.481208,0.022511
1651.882632,2.733104,0.024493,2.48107,0.022445
1655.349642,2.732911,0.024429,2.480932,0.022379
1658.81792,2.732718,0.024364,2.480793,0.022313
1662.285161,2.732526,0.0243,2.480655,0.022247
1665.753499,2.732334,0.024236,2.480517,0.022181
1669.225103,2.732143,0.024172,2.480379,0.022114
1672.695412,2.731951,0.024108,2.480241,0.022047
1676.166584,2.73176,0.024044,2.480102,0.021979
1679.638539,2.731568,0.02398,2.479964,0.021912
1683.111199,2.731377,0.023916,2.479825,0.021844
1686.584481,2.731186,0.023852,2.479686,0.021776
1690.058306,2.730995,0.023788,2.479548,0.021708
1693.534904,2.730805,0.023724,2.479409,0.021639
1697.009576,2.730614,0.023661,2.479269,0.02157
