wavelength (nm),n_o,k_o,n_e,k_e
710.852112,2.133046,1.093217,1.788206,0.801718
712.440247,2.130135,1.096579,1.78414,0.806939
714.02832,2.127221,1.100014,1.780122,0.812163
715.616333,2.124306,1.103521,1.776151,0.817388
717.204163,2.121391,1.107102,1.772225,0.822612
718.791931,2.118479,1.110757,1.768344,0.827836
720.379639,2.115571,1.114485,1.764505,0.833057
721.967224,2.11267,1.118286,1.760708,0.838275
723.55481,2.109778,1.122162,1.756951,0.843488
725.142212,2.106897,1.126111,1.753233,0.848697
726.729492,2.104028,1.130134,1.749552,0.8539
728.316772,2.101176,1.13423,1.745908,0.859096
729.90387,2.09834,1.1384,1.742297,0.864285
731.490906,2.095524,1.142642,1.73872,0.869467
733.077881,2.092729,1.146958,1.735174,0.874639
734.664673,2.089957,1.151345,1.731659,0.879803
736.251465,2.087212,1.155805,1.728172,0.884957
737.838135,2.084494,1.160336,1.724712,0.890101
739.424683,2.081806,1.164938,1.721277,0.895234
741.011169,2.079151,1.16961,1.717866,0.900357
742.597534,2.07653,1.174352,1.714477,0.905469
744.183777,2.073945,1.179163,1.711108,0.91057
745.769958,2.071398,1.184042,1.707759,0.915659
747.356079,2.068893,1.188988,1.704426,0.920737
748.942017,2.06643,1.194001,1.701108,0.925804
750.527954,2.064013,1.199079,1.697804,0.930859
752.113647,2.061643,1.204221,1.694511,0.935903
753.699341,2.059323,1.209427,1.691227,0.940936
755.284973,2.057055,1.214694,1.687951,0.945959
756.870422,2.054842,1.220022,1.68468,0.950971
758.455811,2.052686,1.225408,1.681411,0.955973
760.041077,2.050591,1.230851,1.678141,0.960968
761.626282,2.048559,1.236348,1.674869,0.965958
763.211304,2.046591,1.241894,1.671592,0.970946
764.796265,2.044689,1.247486,1.668311,0.975933
766.381165,2.042853,1.253124,1.665024,0.980923
767.965942,2.041084,1.258801,1.661731,0.985916
769.550598,2.039383,1.264518,1.658432,0.990916
771.135132,2.03775,1.270271,1.655127,0.995924
772.719604,2.036185,1.276057,1.651816,1.000942
774.303955,2.034689,1.281875,1.648499,1.005971
775.888184,2.033261,1.287721,1.645176,1.011013
777.472351,2.031901,1.293594,1.641848,1.01607
779.056396,2.030611,1.299491,1.638515,1.021143
780.64032,2.029388,1.305411,1.635177,1.026233
782.224121,2.028234,1.31135,1.631835,1.031342
783.807861,2.027147,1.317309,1.628489,1.036471
785.391479,2.026129,1.323283,1.625141,1.041621
786.974976,2.025177,1.329272,1.62179,1.046793
788.55835,2.024293,1.335274,1.618437,1.051989
790.141663,2.023474,1.341286,1.615083,1.057209
791.724854,2.022722,1.347308,1.611729,1.062454
793.307922,2.022036,1.353337,1.608375,1.067726
794.890869,2.021414,1.359372,1.605022,1.073025
796.473755,2.020856,1.365412,1.601672,1.078351
798.056458,2.020363,1.371454,1.598324,1.083706
799.639099,2.019932,1.377498,1.59498,1.089091
801.221619,2.019563,1.383541,1.591641,1.094506
802.804016,2.019257,1.389584,1.588307,1.099951
804.386353,2.019011,1.395624,1.58498,1.105428
805.968506,2.018826,1.401659,1.58166,1.110936
807.550598,2.0187,1.40769,1.578348,1.116477
809.132568,2.018633,1.413714,1.575045,1.12205
810.714417,2.018625,1.419731,1.571753,1.127656
812.296143,2.018673,1.425738,1.568471,1.133296
813.877808,2.018778,1.431737,1.565202,1.138969
815.45929,2.018938,1.437724,1.561946,1.144676
817.040649,2.019153,1.4437,1.558704,1.150417
818.621948,2.019423,1.449663,1.555476,1.156192
820.203125,2.019745,1.455613,1.552265,1.162002
821.78418,2.02012,1.461548,1.549071,1.167847
823.365112,2.020546,1.467468,1.545894,1.173726
824.945923,2.021023,1.473371,1.542737,1.179639
826.526672,2.02155,1.479258,1.539599,1.185588
828.107239,2.022126,1.485127,1.536482,1.191571
829.687683,2.02275,1.490978,1.533387,1.197588
831.268066,2.023421,1.496809,1.530314,1.20364
832.848267,2.024139,1.502621,1.527265,1.209727
834.428406,2.024903,1.508414,1.524241,1.215847
836.008423,2.025711,1.514184,1.521242,1.222001
837.588257,2.026563,1.519934,1.51827,1.228189
839.168091,2.027458,1.525661,1.515324,1.23441
840.747681,2.028395,1.531366,1.512408,1.240665
842.327271,2.029374,1.537048,1.50952,1.246952
843.906616,2.030394,1.542706,1.506662,1.253271
845.485962,2.031453,1.548341,1.503835,1.259623
847.065063,2.032551,1.553951,1.501039,1.266006
848.644165,2.033688,1.559537,1.498276,1.272421
850.223022,2.034862,1.565097,1.495546,1.278866
851.80188,2.036072,1.570632,1.492851,1.285341
853.380493,2.037318,1.576141,1.49019,1.291846
854.959106,2.038599,1.581624,1.487564,1.29838
856.537476,2.039915,1.587081,1.484975,1.304943
858.115845,2.041264,1.592511,1.482424,1.311534
859.69397,2.042645,1.597914,1.479909,1.318153
861.271973,2.044059,1.60329,1.477434,1.324798
862.849915,2.045504,1.608639,1.474997,1.33147
864.427734,2.046979,1.61396,1.4726,1.338167
866.005493,2.048484,1.619253,1.470243,1.34489
867.583008,2.050018,1.624519,1.467928,1.351636
869.160461,2.05158,1.629756,1.465654,1.358407
870.737671,2.05317,1.634965,1.463422,1.3652
872.314941,2.054787,1.640146,1.461233,1.372016
873.891968,2.05643,1.645299,1.459087,1.378853
875.468872,2.058099,1.650423,1.456985,1.38571
877.045715,2.059792,1.655518,1.454927,1.392588
878.622375,2.06151,1.660584,1.452914,1.399485
880.198853,2.063251,1.665622,1.450946,1.4064
881.775269,2.065016,1.670631,1.449023,1.413334
883.351563,2.066802,1.675611,1.447147,1.420284
884.927734,2.06861,1.680562,1.445317,1.42725
886.503723,2.070439,1.685484,1.443534,1.434231
888.07959,2.072289,1.690377,1.441798,1.441227
889.655396,2.074158,1.695242,1.44011,1.448237
891.230957,2.076047,1.700077,1.438469,1.455259
892.806519,2.077955,1.704884,1.436877,1.462294
894.381836,2.07988,1.709661,1.435333,1.46934
895.957153,2.081823,1.71441,1.433838,1.476396
897.532227,2.083783,1.71913,1.432392,1.483462
899.107117,2.085759,1.723821,1.430995,1.490536
900.682007,2.087751,1.728483,1.429648,1.497618
902.256714,2.089759,1.733117,1.428351,1.504707
903.831238,2.091781,1.737722,1.427103,1.511802
905.40564,2.093817,1.742298,1.425906,1.518902
906.97998,2.095868,1.746847,1.424759,1.526007
908.554199,2.097931,1.751367,1.423663,1.533116
910.128235,2.100008,1.755858,1.422617,1.540227
911.702026,2.102096,1.760321,1.421622,1.547339
913.275879,2.104197,1.764757,1.420678,1.554453
914.849426,2.106308,1.769164,1.419786,1.561566
916.422974,2.108431,1.773544,1.418945,1.568679
917.996277,2.110564,1.777896,1.418155,1.575789
919.569519,2.112707,1.78222,1.417417,1.582897
921.142578,2.114859,1.786517,1.416731,1.590001
922.715515,2.11702,1.790787,1.416097,1.597101
924.288269,2.11919,1.795029,1.415515,1.604194
925.860962,2.121368,1.799245,1.414986,1.611281
927.433472,2.123554,1.803433,1.414509,1.618359
929.005859,2.125746,1.807595,1.414085,1.625429
930.578003,2.127946,1.811731,1.413714,1.632488
932.150208,2.130152,1.81584,1.413398,1.639535
933.722046,2.132365,1.819923,1.413134,1.646567
935.293945,2.134583,1.82398,1.412924,1.653584
936.865601,2.136806,1.828012,1.412765,1.660582
938.437134,2.139034,1.832018,1.412657,1.66756
940.008484,2.141267,1.836,1.4126,1.674519
941.579773,2.143504,1.839956,1.412592,1.681455
943.150879,2.145745,1.843887,1.412632,1.688369
944.721802,2.14799,1.847794,1.412719,1.695258
946.292603,2.150238,1.851677,1.412853,1.702122
947.863281,2.15249,1.855535,1.413033,1.708961
949.433777,2.154744,1.85937,1.413256,1.715773
951.004211,2.157001,1.863181,1.413523,1.722557
952.574402,2.159261,1.866968,1.413833,1.729312
954.144531,2.161522,1.870731,1.414183,1.736039
955.714478,2.163786,1.874472,1.414574,1.742735
957.284302,2.166051,1.87819,1.415004,1.749402
958.853882,2.168317,1.881885,1.415473,1.756037
960.423462,2.170585,1.885557,1.415978,1.762641
961.992798,2.172853,1.889207,1.41652,1.769213
963.562012,2.175122,1.892834,1.417096,1.775753
965.131042,2.177392,1.89644,1.417707,1.782259
966.700012,2.179662,1.900024,1.418352,1.788733
968.268738,2.181931,1.903586,1.419028,1.795173
969.83728,2.184201,1.907126,1.419735,1.801579
971.405884,2.186471,1.910645,1.420473,1.807952
972.974121,2.188739,1.914143,1.42124,1.81429
974.542297,2.191007,1.917621,1.422036,1.820594
976.110352,2.193274,1.921077,1.422859,1.826863
977.678101,2.19554,1.924513,1.423708,1.833096
979.245911,2.197804,1.927928,1.424584,1.839296
980.813477,2.200067,1.931324,1.425483,1.845459
982.380859,2.202328,1.934699,1.426407,1.851588
983.94812,2.204587,1.938054,1.427354,1.857681
985.515259,2.206845,1.94139,1.428323,1.863739
987.082153,2.209099,1.944706,1.429313,1.869761
988.648926,2.211352,1.948002,1.430324,1.875748
990.215637,2.213602,1.95128,1.431355,1.8817
991.782104,2.215849,1.954539,1.432404,1.887617
993.34845,2.218094,1.957778,1.433471,1.893497
994.914673,2.220335,1.960999,1.434556,1.899343
996.480652,2.222573,1.964202,1.435657,1.905152
998.046509,2.224808,1.967386,1.436774,1.910927
999.612183,2.22704,1.970552,1.437907,1.916667
1012.959961,2.245911,1.99684,1.448075,1.964208
1016.402954,2.250729,2.003424,1.450817,1.976073
1019.84552,2.255523,2.00993,1.453596,1.987778
1023.287476,2.260292,2.016359,1.456403,1.999323
1026.729126,2.265035,2.022713,1.459235,2.010713
1030.170166,2.269751,2.028994,1.462084,2.021947
1033.61084,2.274439,2.035202,1.464946,2.03303
